"","Species","cellID","x","y","Precipitation...seasonality..Bio15.","Temperature...annual.range..Bio07.","Potassium","Phosphorus","Nitrogen"
"111785","Eucalyptus dwyeri",111785,1763990,6357215,19,30.2,0.010402,0.01667,0.043306
"111786","Eucalyptus dwyeri",111786,1773990,6357215,17.5,30.05,NA,0.020967,0.024351
"111788","Eucalyptus dwyeri",111788,1793990,6357215,16,30,NA,0.020967,0.024351
"111790","Eucalyptus dwyeri",111790,1813990,6357215,16,29.75,NA,NA,NA
"111793","Eucalyptus dwyeri",111793,1843990,6357215,18,29.8428571428571,0.0408312433333333,0.018551003,0.038613763
"111794","Eucalyptus dwyeri",111794,1853990,6357215,18,29.4,NA,NA,NA
"111797","Eucalyptus dwyeri",111797,1883990,6357215,21,29.2,0.04083,0.018551,0.038614
"111800","Eucalyptus dwyeri",111800,1913990,6357215,22.25,28.725,0.062592,0.015768,0.065131
"111809","Eucalyptus dwyeri",111809,2003990,6357215,24.25,27.875,0.058292,0.012795,0.053372
"111811","Eucalyptus dwyeri",111811,2023990,6357215,18.6666666666667,26.6333333333333,NA,NA,NA
"112193","Eucalyptus dwyeri",112193,1473990,6347215,15,30.2,NA,NA,NA
"112207","Eucalyptus dwyeri",112207,1613990,6347215,16,30.1,-41.682083,0.015011712,0.014951235
"112208","Eucalyptus dwyeri",112208,1623990,6347215,17,30.3,0.039794,0.015012,0.014945
"112213","Eucalyptus dwyeri",112213,1673990,6347215,18.5,30.8125,0.039794,0.015012,0.014945
"112220","Eucalyptus dwyeri",112220,1743990,6347215,17,30.2,0.010402,0.01667,0.043306
"112223","Eucalyptus dwyeri",112223,1773990,6347215,16,29.8,NA,NA,NA
"112224","Eucalyptus dwyeri",112224,1783990,6347215,17,29.9,NA,NA,NA
"112225","Eucalyptus dwyeri",112225,1793990,6347215,16,29.7,NA,0.014860651,0.02946264
"112231","Eucalyptus dwyeri",112231,1853990,6347215,18,29.9,0.04083,0.018551,0.038614
"112235","Eucalyptus dwyeri",112235,1893990,6347215,19.3333333333333,28.9666666666667,0.0524122536666667,0.0124674613333333,0.027579126
"112238","Eucalyptus dwyeri",112238,1923990,6347215,25,29.1,0.062592,0.015768,0.065131
"112632","Eucalyptus dwyeri",112632,1493990,6337215,14,29.8,NA,NA,NA
"112633","Eucalyptus dwyeri",112633,1503990,6337215,13,29.3,NA,NA,NA
"112645","Eucalyptus dwyeri",112645,1623990,6337215,15,30.2,0.039794,0.015012,0.014945
"112646","Eucalyptus dwyeri",112646,1633990,6337215,16.75,30.425,0.039794,0.015012,0.014945
"112647","Eucalyptus dwyeri",112647,1643990,6337215,17.4285714285714,30.5,0.039794,0.015012,0.014945
"112648","Eucalyptus dwyeri",112648,1653990,6337215,19,30.7,0.039794,0.015012,0.014945
"112649","Eucalyptus dwyeri",112649,1663990,6337215,19,30.9,0.039794,0.015012,0.014945
"112650","Eucalyptus dwyeri",112650,1673990,6337215,18,30.8,0.039794,0.015012,0.014945
"112651","Eucalyptus dwyeri",112651,1683990,6337215,17.3333333333333,30.8166666666667,0.039734852,0.0149901131666667,0.0148915078333333
"112654","Eucalyptus dwyeri",112654,1713990,6337215,16,30.6,0.045618,0.017167,0.020212
"112659","Eucalyptus dwyeri",112659,1763990,6337215,15,29.3,-69.659721,0.01669994,0.0431739293333333
"112660","Eucalyptus dwyeri",112660,1773990,6337215,16,29.7,NA,0.020967,0.024351
"112661","Eucalyptus dwyeri",112661,1783990,6337215,16,29.75,NA,0.020967,0.024351
"112668","Eucalyptus dwyeri",112668,1853990,6337215,16,29.05,0.0524312375,0.012542863,0.028027526
"112672","Eucalyptus dwyeri",112672,1893990,6337215,18.25,28.775,0.0582757125,0.01436835475,0.049207668
"112673","Eucalyptus dwyeri",112673,1903990,6337215,19.75,29.0125,0.0593107566666667,0.01470399,0.0530260833333333
"112674","Eucalyptus dwyeri",112674,1913990,6337215,21,28.7,0.062592,0.015768,0.065131
"112675","Eucalyptus dwyeri",112675,1923990,6337215,23.75,29.025,0.057109205,0.0139900905,0.0449042815
"112678","Eucalyptus dwyeri",112678,1953990,6337215,29.3333333333333,28.9,0.062592,0.015768,0.065131
"112679","Eucalyptus dwyeri",112679,1963990,6337215,27,28.1,0.062592,0.015768,0.065131
"113069","Eucalyptus dwyeri",113069,1493990,6327215,14,29.6,NA,NA,NA
"113072","Eucalyptus dwyeri",113072,1523990,6327215,13,29.4,NA,0.012535,0.019133
"113082","Eucalyptus dwyeri",113082,1623990,6327215,12,30.2,0.039794,0.015012,0.014945
"113083","Eucalyptus dwyeri",113083,1633990,6327215,14.7,30.3,0.039794,0.015012,0.014945
"113084","Eucalyptus dwyeri",113084,1643990,6327215,16,30.275,0.039794,0.015012,0.014945
"113085","Eucalyptus dwyeri",113085,1653990,6327215,17.75,30.5,0.039794,0.015012,0.014945
"113086","Eucalyptus dwyeri",113086,1663990,6327215,18,30.7,0.039794,0.015012,0.014945
"113087","Eucalyptus dwyeri",113087,1673990,6327215,17.2,30.8,0.039794,0.015012,0.014945
"113088","Eucalyptus dwyeri",113088,1683990,6327215,17,30.9,0.0418821518,0.0157846582,0.0168334424
"113089","Eucalyptus dwyeri",113089,1693990,6327215,16,30.9,0.045618,0.017167,0.020212
"113090","Eucalyptus dwyeri",113090,1703990,6327215,15,30.6,0.045618,0.017167,0.020212
"113091","Eucalyptus dwyeri",113091,1713990,6327215,15.5,30.55,0.045618,0.017167,0.020212
"113095","Eucalyptus dwyeri",113095,1753990,6327215,14.6666666666667,29.6666666666667,0.010402,0.01667,0.043306
"113096","Eucalyptus dwyeri",113096,1763990,6327215,14.5,29.35,-7666.4165,0.01996459,0.0287728505
"113107","Eucalyptus dwyeri",113107,1873990,6327215,17.3333333333333,29.2666666666667,0.052514,0.0125,0.027952
"113109","Eucalyptus dwyeri",113109,1893990,6327215,16.5,28.45,0.052514,0.0125,0.027952
"113110","Eucalyptus dwyeri",113110,1903990,6327215,18.5,28.65,NA,NA,NA
"113111","Eucalyptus dwyeri",113111,1913990,6327215,20.7777777777778,28.9333333333333,0.052514,0.0125,0.027952
"113112","Eucalyptus dwyeri",113112,1923990,6327215,22.8461538461538,28.9615384615385,0.05907129,0.014626337,0.05214266
"113113","Eucalyptus dwyeri",113113,1933990,6327215,24,28.8,NA,NA,NA
"113114","Eucalyptus dwyeri",113114,1943990,6327215,26,28.7,0.062592,0.015768,0.065131
"113116","Eucalyptus dwyeri",113116,1963990,6327215,28.3333333333333,28.5666666666667,0.0715274116666667,0.0164886743333333,0.0758238903333333
"113117","Eucalyptus dwyeri",113117,1973990,6327215,28.5,28.1,0.075933,0.016844,0.081096
"113118","Eucalyptus dwyeri",113118,1983990,6327215,30,28.5,0.075933,0.016844,0.081096
"113509","Eucalyptus dwyeri",113509,1523990,6317215,14,29.5,NA,NA,NA
"113515","Eucalyptus dwyeri",113515,1583990,6317215,13,29.9666666666667,NA,0.012535,0.019133
"113520","Eucalyptus dwyeri",113520,1633990,6317215,14,30.3,0.039794,0.015012,0.014945
"113521","Eucalyptus dwyeri",113521,1643990,6317215,14,29.95,0.039794,0.015012,0.014945
"113522","Eucalyptus dwyeri",113522,1653990,6317215,16.75,30.4,0.039794,0.015012,0.014945
"113523","Eucalyptus dwyeri",113523,1663990,6317215,17,30.4666666666667,0.039794,0.015012,0.014945
"113524","Eucalyptus dwyeri",113524,1673990,6317215,17,30.8,0.039794,0.015012,0.014945
"113525","Eucalyptus dwyeri",113525,1683990,6317215,16,30.9,0.0427076025,0.0160900925,0.0175799495
"113526","Eucalyptus dwyeri",113526,1693990,6317215,15,30.6,0.045618,0.017167,0.020212
"113527","Eucalyptus dwyeri",113527,1703990,6317215,14,30.4,0.045618,0.017167,0.020212
"113528","Eucalyptus dwyeri",113528,1713990,6317215,14,30.3,0.045618,0.017167,0.020212
"113544","Eucalyptus dwyeri",113544,1873990,6317215,16,29.2,0.052514,0.0125,0.027952
"113547","Eucalyptus dwyeri",113547,1903990,6317215,17,28.3,NA,NA,NA
"113548","Eucalyptus dwyeri",113548,1913990,6317215,20,28.8,0.052514,0.0125,0.027952
"113549","Eucalyptus dwyeri",113549,1923990,6317215,21,28.6,NA,NA,NA
"113550","Eucalyptus dwyeri",113550,1933990,6317215,24.5,28.85,NA,NA,NA
"113551","Eucalyptus dwyeri",113551,1943990,6317215,26,28.9,NA,NA,NA
"113552","Eucalyptus dwyeri",113552,1953990,6317215,27,28.8,NA,NA,NA
"113553","Eucalyptus dwyeri",113553,1963990,6317215,27.4,28.25,0.0721823315,0.0165414955,0.07660762375
"113554","Eucalyptus dwyeri",113554,1973990,6317215,29.0588235294118,28.3823529411765,0.0738100883333333,0.0166727798333333,0.0785555383333333
"113555","Eucalyptus dwyeri",113555,1983990,6317215,29.6666666666667,28.2,0.075933,0.016844,0.081096
"113949","Eucalyptus dwyeri",113949,1553990,6307215,15,29.9,NA,0.012535,0.019133
"113958","Eucalyptus dwyeri",113958,1643990,6307215,14.75,30.3,0.039794,0.015012,0.014945
"113959","Eucalyptus dwyeri",113959,1653990,6307215,16,30.4,0.039794,0.015012,0.014945
"113960","Eucalyptus dwyeri",113960,1663990,6307215,16,30.4,0.039794,0.015012,0.014945
"113962","Eucalyptus dwyeri",113962,1683990,6307215,15.2857142857143,30.5142857142857,0.0433031345714286,0.0163104515714286,0.0181185248571429
"113963","Eucalyptus dwyeri",113963,1693990,6307215,14,30.4666666666667,0.045618,0.017167,0.020212
"113964","Eucalyptus dwyeri",113964,1703990,6307215,13,30.2583333333333,0.045618,0.017167,0.020212
"113969","Eucalyptus dwyeri",113969,1753990,6307215,11.5,28.7,NA,NA,NA
"113983","Eucalyptus dwyeri",113983,1893990,6307215,16,28.8,0.052514,0.0125,0.027952
"113987","Eucalyptus dwyeri",113987,1933990,6307215,22,28.35,NA,NA,NA
"113988","Eucalyptus dwyeri",113988,1943990,6307215,24.8333333333333,28.85,0.075933,0.016844,0.081096
"113989","Eucalyptus dwyeri",113989,1953990,6307215,24,28.14,0.075933,0.016844,0.081096
"113990","Eucalyptus dwyeri",113990,1963990,6307215,26.8,28.07,0.075933,0.016844,0.081096
"113991","Eucalyptus dwyeri",113991,1973990,6307215,29.5,28.35,0.075933,0.016844,0.081096
"113992","Eucalyptus dwyeri",113992,1983990,6307215,28.8333333333333,27.8333333333333,0.075933,0.016844,0.081096
"114385","Eucalyptus dwyeri",114385,1543990,6297215,15,29.9,NA,NA,NA
"114394","Eucalyptus dwyeri",114394,1633990,6297215,14,30.2,0.039794,0.015012,0.014945
"114395","Eucalyptus dwyeri",114395,1643990,6297215,16,30.4,0.039794,0.015012,0.014945
"114396","Eucalyptus dwyeri",114396,1653990,6297215,16,30.3166666666667,0.039794,0.015012,0.014945
"114397","Eucalyptus dwyeri",114397,1663990,6297215,16,30.3571428571429,0.039794,0.015012,0.014945
"114399","Eucalyptus dwyeri",114399,1683990,6297215,15,30.45,0.041397712,0.01560540625,0.01639533475
"114400","Eucalyptus dwyeri",114400,1693990,6297215,14,30.4,0.045618,0.017167,0.020212
"114401","Eucalyptus dwyeri",114401,1703990,6297215,13,30.2,0.045618,0.017167,0.020212
"114402","Eucalyptus dwyeri",114402,1713990,6297215,12,29.8,0.045618,0.017167,0.020212
"114405","Eucalyptus dwyeri",114405,1743990,6297215,13,29.63,0.045618,0.017167,0.020212
"114406","Eucalyptus dwyeri",114406,1753990,6297215,11,28.8,NA,NA,NA
"114424","Eucalyptus dwyeri",114424,1933990,6297215,19,27.3,NA,NA,NA
"114426","Eucalyptus dwyeri",114426,1953990,6297215,23.375,27.9,NA,NA,NA
"114428","Eucalyptus dwyeri",114428,1973990,6297215,26,27.8,NA,NA,NA
"114821","Eucalyptus dwyeri",114821,1533990,6287215,16,29.85,-1030.9939,0.017455311,0.02803548
"114823","Eucalyptus dwyeri",114823,1553990,6287215,16,30.1,NA,0.012535,0.019133
"114827","Eucalyptus dwyeri",114827,1593990,6287215,15,30.4,-9428.977,0.012676208,0.018894251
"114829","Eucalyptus dwyeri",114829,1613990,6287215,13,30.4,0.039794,0.015012,0.014945
"114830","Eucalyptus dwyeri",114830,1623990,6287215,14,30.4,0.039794,0.015012,0.014945
"114831","Eucalyptus dwyeri",114831,1633990,6287215,15,30.3333333333333,0.039794,0.015012,0.014945
"114832","Eucalyptus dwyeri",114832,1643990,6287215,16,30.3,0.039794,0.015012,0.014945
"114833","Eucalyptus dwyeri",114833,1653990,6287215,15.875,30.2625,0.039794,0.015012,0.014945
"114834","Eucalyptus dwyeri",114834,1663990,6287215,16,30.425,0.039794,0.015012,0.014945
"114835","Eucalyptus dwyeri",114835,1673990,6287215,16.5,30.5,0.039794,0.015012,0.014945
"114838","Eucalyptus dwyeri",114838,1703990,6287215,13,30.2,0.045618,0.017167,0.020212
"114842","Eucalyptus dwyeri",114842,1743990,6287215,13,29.7,0.045618,0.017167,0.020212
"114843","Eucalyptus dwyeri",114843,1753990,6287215,11,29.25,0.045610834,0.017167613,0.020203143
"114861","Eucalyptus dwyeri",114861,1933990,6287215,18,27.4,NA,NA,NA
"114863","Eucalyptus dwyeri",114863,1953990,6287215,22.5,26.65,NA,NA,NA
"114864","Eucalyptus dwyeri",114864,1963990,6287215,23,26.8,NA,NA,NA
"114865","Eucalyptus dwyeri",114865,1973990,6287215,24,26.3,NA,NA,NA
"115268","Eucalyptus dwyeri",115268,1633990,6277215,15.4444444444444,30.3,0.039794,0.015012,0.014945
"115269","Eucalyptus dwyeri",115269,1643990,6277215,16,30.4,0.039794,0.015012,0.014945
"115270","Eucalyptus dwyeri",115270,1653990,6277215,15.4,30.3,0.039794,0.015012,0.014945
"115271","Eucalyptus dwyeri",115271,1663990,6277215,16,30.7,0.037878208,0.014904827,0.014649895
"115272","Eucalyptus dwyeri",115272,1673990,6277215,16,30.6,0.040635582,0.015059079,0.015074636
"115273","Eucalyptus dwyeri",115273,1683990,6277215,14.5,30.35,0.045618,0.017167,0.020212
"115274","Eucalyptus dwyeri",115274,1693990,6277215,13.5,30.3,0.045618,0.017167,0.020212
"115275","Eucalyptus dwyeri",115275,1703990,6277215,13.2857142857143,30.2142857142857,0.045618,0.017167,0.020212
"115276","Eucalyptus dwyeri",115276,1713990,6277215,13,30,0.045618,0.017167,0.020212
"115696","Eucalyptus dwyeri",115696,1543990,6267215,17.5,30.35,-1290.51698,0.014692298,0.015485537
"115701","Eucalyptus dwyeri",115701,1593990,6267215,16,30.4,0.039794,0.015012,0.014945
"115707","Eucalyptus dwyeri",115707,1653990,6267215,16.25,30.625,0.052839751,0.01574179975,0.0169545465
"115708","Eucalyptus dwyeri",115708,1663990,6267215,15,30.65,0.11827218,0.019402197,0.02703365
"115709","Eucalyptus dwyeri",115709,1673990,6267215,14.2,30.48,0.0456586024,0.0171670476,0.020212943
"115710","Eucalyptus dwyeri",115710,1683990,6267215,14.25,30.525,0.045895968,0.017175736,0.02023854
"115711","Eucalyptus dwyeri",115711,1693990,6267215,14,30.5,0.045618,0.017167,0.020212
"115712","Eucalyptus dwyeri",115712,1703990,6267215,14,30.6,0.045618,0.017167,0.020212
"116133","Eucalyptus dwyeri",116133,1543990,6257215,16,30.2,0.039794,0.015012,0.014945
"116140","Eucalyptus dwyeri",116140,1613990,6257215,13,30.2,0.039794,0.015012,0.014945
"116142","Eucalyptus dwyeri",116142,1633990,6257215,14,30.6,0.039794,0.015012,0.014945
"116143","Eucalyptus dwyeri",116143,1643990,6257215,14.5,30.575,0.039794,0.015012,0.014945
"116144","Eucalyptus dwyeri",116144,1653990,6257215,15,30.7,0.0468384898,0.01540608,0.0160301218
"116145","Eucalyptus dwyeri",116145,1663990,6257215,14,30.8,0.12023916,0.0195122326666667,0.0273366406666667
"116146","Eucalyptus dwyeri",116146,1673990,6257215,13,30.6,0.120235,0.019512,0.027336
"116148","Eucalyptus dwyeri",116148,1693990,6257215,14,30.575,0.045618,0.017167,0.020212
"116149","Eucalyptus dwyeri",116149,1703990,6257215,13.5833333333333,30.3916666666667,0.045618,0.017167,0.020212
"116151","Eucalyptus dwyeri",116151,1723990,6257215,13,30.3,0.045618,0.017167,0.020212
"116172","Eucalyptus dwyeri",116172,1933990,6257215,17,26.3,NA,NA,NA
"116569","Eucalyptus dwyeri",116569,1533990,6247215,16,30.4,0.039794,0.015012,0.014945
"116570","Eucalyptus dwyeri",116570,1543990,6247215,16,30.2,0.039794,0.015012,0.014945
"116571","Eucalyptus dwyeri",116571,1553990,6247215,16,30.15,0.039794,0.015012,0.014945
"116578","Eucalyptus dwyeri",116578,1623990,6247215,13,30.5,0.039794,0.015012,0.014945
"116579","Eucalyptus dwyeri",116579,1633990,6247215,13,30.7,0.039794,0.015012,0.014945
"116580","Eucalyptus dwyeri",116580,1643990,6247215,13.5,30.425,0.039794,0.015012,0.014945
"116587","Eucalyptus dwyeri",116587,1713990,6247215,14,30.55,0.045618,0.017167,0.020212
"116591","Eucalyptus dwyeri",116591,1753990,6247215,11.6666666666667,29.6,0.045618,0.017167,0.020212
"116592","Eucalyptus dwyeri",116592,1763990,6247215,12,29.7333333333333,0.0520972183333333,0.0166134166666667,0.0282179543333333
"116596","Eucalyptus dwyeri",116596,1803990,6247215,14,31,0.053015,0.016535,0.029352
"117006","Eucalyptus dwyeri",117006,1533990,6237215,15,30.3333333333333,0.043553195,0.015583312,0.017624795
"117007","Eucalyptus dwyeri",117007,1543990,6237215,16,30.4333333333333,0.039794,0.015012,0.014945
"117008","Eucalyptus dwyeri",117008,1553990,6237215,16,30.325,0.039794,0.015012,0.014945
"117017","Eucalyptus dwyeri",117017,1643990,6237215,13,30.64,0.039794,0.015012,0.014945
"117018","Eucalyptus dwyeri",117018,1653990,6237215,12,30.5363636363636,0.039794,0.015012,0.014945
"117022","Eucalyptus dwyeri",117022,1693990,6237215,11.6666666666667,30.6666666666667,0.120235,0.019512,0.027336
"117023","Eucalyptus dwyeri",117023,1703990,6237215,12,30.7,0.120235,0.019512,0.027336
"117026","Eucalyptus dwyeri",117026,1733990,6237215,12.6666666666667,30.4666666666667,NA,NA,NA
"117028","Eucalyptus dwyeri",117028,1753990,6237215,12.2105263157895,29.8,0.0530151963157895,0.0165350087894737,0.0293519941052632
"117029","Eucalyptus dwyeri",117029,1763990,6237215,12,30.12,0.0529936334,0.016536826,0.029325598
"117441","Eucalyptus dwyeri",117441,1513990,6227215,14,30.0777777777778,0.059593,0.018021,0.029059
"117442","Eucalyptus dwyeri",117442,1523990,6227215,14.25,30.2,0.059593,0.018021,0.029059
"117452","Eucalyptus dwyeri",117452,1623990,6227215,12,30.55,0.039794,0.015012,0.014945
"117454","Eucalyptus dwyeri",117454,1643990,6227215,12,30.7714285714286,0.039794,0.015012,0.014945
"117459","Eucalyptus dwyeri",117459,1693990,6227215,11,30.8538461538462,0.120235,0.019512,0.027336
"117461","Eucalyptus dwyeri",117461,1713990,6227215,11,30.9666666666667,0.120235,0.019512,0.027336
"117464","Eucalyptus dwyeri",117464,1743990,6227215,12.5,30.1,0.12025541,0.019512904,0.0273353875
"117465","Eucalyptus dwyeri",117465,1753990,6227215,12,30.6,0.05387239,0.016572973,0.029326286
"117891","Eucalyptus dwyeri",117891,1643990,6217215,12,30.7666666666667,0.0397921616666667,0.015012381,0.0149454726666667
"117892","Eucalyptus dwyeri",117892,1653990,6217215,11,30.9333333333333,0.0377312586666667,0.0191267045,0.0212346195
"117895","Eucalyptus dwyeri",117895,1683990,6217215,10.1666666666667,31.0333333333333,0.120235,0.019512,0.027336
"117902","Eucalyptus dwyeri",117902,1753990,6217215,12,31,NA,NA,NA
"118317","Eucalyptus dwyeri",118317,1533990,6207215,15,30.0166666666667,0.058173416,0.0180877066666667,0.0288097286666667
"118318","Eucalyptus dwyeri",118318,1543990,6207215,16,29.7,NA,NA,NA
"118319","Eucalyptus dwyeri",118319,1553990,6207215,16,30,NA,NA,NA
"118324","Eucalyptus dwyeri",118324,1603990,6207215,13,30.4,0.015201,0.020107,0.021264
"118328","Eucalyptus dwyeri",118328,1643990,6207215,11,30.7857142857143,0.015201,0.020107,0.021264
"118329","Eucalyptus dwyeri",118329,1653990,6207215,11,31.025,0.015201,0.020107,0.021264
"118332","Eucalyptus dwyeri",118332,1683990,6207215,10,31.1,NA,NA,NA
"118333","Eucalyptus dwyeri",118333,1693990,6207215,11,30.9,0.120235,0.019512,0.027336
"118338","Eucalyptus dwyeri",118338,1743990,6207215,12,31.1,0.11018929,0.019067101,0.02763728
"118752","Eucalyptus dwyeri",118752,1513990,6197215,14,30,0.059593,0.018021,0.029059
"118753","Eucalyptus dwyeri",118753,1523990,6197215,14.1666666666667,29.9666666666667,0.059593,0.018021,0.029059
"118754","Eucalyptus dwyeri",118754,1533990,6197215,15,29.9666666666667,0.059593,0.018021,0.029059
"118755","Eucalyptus dwyeri",118755,1543990,6197215,15,29.8,0.059593,0.018021,0.029059
"118760","Eucalyptus dwyeri",118760,1593990,6197215,13,30.1,0.015201,0.020107,0.021264
"118762","Eucalyptus dwyeri",118762,1613990,6197215,13,30.3,0.015201,0.020107,0.021264
"118763","Eucalyptus dwyeri",118763,1623990,6197215,13,30.3,0.015201,0.020107,0.021264
"118766","Eucalyptus dwyeri",118766,1653990,6197215,11,31.1,0.015201,0.020107,0.021264
"118771","Eucalyptus dwyeri",118771,1703990,6197215,11.3333333333333,30.4,-9445.11246666667,0.0236200933333333,0.0306052813333333
"118772","Eucalyptus dwyeri",118772,1713990,6197215,11,30.7,900.22253,0.01912051,0.027024446
"118774","Eucalyptus dwyeri",118774,1733990,6197215,12,30.6,-9874.882,0.023807017,0.030754037
"119188","Eucalyptus dwyeri",119188,1503990,6187215,13,30.1333333333333,0.059593,0.018021,0.029059
"119191","Eucalyptus dwyeri",119191,1533990,6187215,14.1666666666667,29.8166666666667,0.059593,0.018021,0.029059
"119192","Eucalyptus dwyeri",119192,1543990,6187215,14,29.9,0.059593,0.018021,0.029059
"119196","Eucalyptus dwyeri",119196,1583990,6187215,14,29.775,0.015201,0.020107,0.021264
"119201","Eucalyptus dwyeri",119201,1633990,6187215,12,30.6,0.015201,0.020107,0.021264
"119202","Eucalyptus dwyeri",119202,1643990,6187215,12.3,30.83,0.015201,0.020107,0.021264
"119203","Eucalyptus dwyeri",119203,1653990,6187215,12,31.3,0.015201,0.020107,0.021264
"119212","Eucalyptus dwyeri",119212,1743990,6187215,14,30,NA,NA,NA
"119217","Eucalyptus dwyeri",119217,1793990,6187215,15,30.8,0.06274438,0.010727443,0.13691193
"119628","Eucalyptus dwyeri",119628,1533990,6177215,14.2173913043478,29.6369565217391,0.059593,0.018021,0.029059
"119629","Eucalyptus dwyeri",119629,1543990,6177215,14.3333333333333,29.6,0.059593,0.018021,0.029059
"119635","Eucalyptus dwyeri",119635,1603990,6177215,15,30.3,0.015201,0.020107,0.021264
"119636","Eucalyptus dwyeri",119636,1613990,6177215,14.75,30.225,0.015201,0.020107,0.021264
"119637","Eucalyptus dwyeri",119637,1623990,6177215,14.2,30.22,0.015201,0.020107,0.021264
"119638","Eucalyptus dwyeri",119638,1633990,6177215,13,30.5,0.015201,0.020107,0.021264
